Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Part Status,Core Processor,Core Size,Speed,Connectivity,Peripherals,Number of I/O,Program Memory Size,Program Memory Type,EEPROM Size,RAM Size,Voltage - Supply (Vcc/Vdd),Data Converters,Oscillator Type,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package
PIC16LF18445-I/P-ND,PIC16LF18445-I/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 20DIP,1002,0,1.6,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",17,14KB (8K x 14),FLASH,256 x 8,1K x 8,1.8V ~ 3.6V,A/D 17x12b; D/A 1x5b,External,-40°C ~ 85°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",20-PDIP
PIC16LF18444-E/P-ND,PIC16LF18444-E/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 20DIP,1002,0,1.62,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",17,7KB (4K x 14),FLASH,256 x 8,512 x 8,1.8V ~ 3.6V,A/D 17x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",20-PDIP
PIC16LF18444-I/P-ND,PIC16LF18444-I/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 20DIP,1094,0,1.5,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",17,7KB (4K x 14),FLASH,256 x 8,512 x 8,1.8V ~ 3.6V,A/D 17x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",28-PDIP
PIC16LF18426-E/P-ND,PIC16LF18426-E/P,Microchip Technology,IC MCU 8BIT 28KB FLASH 14DIP,500,0,1.57,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",12,28KB (16K x 14),FLASH,256 x 8,2K x 8,1.8V ~ 3.6V,A/D 11x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16LF18426-I/P-ND,PIC16LF18426-I/P,Microchip Technology,IC MCU 8BIT 28KB FLASH 14DIP,423,0,1.45,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",12,28KB (16K x 14),FLASH,256 x 8,2K x 8,1.8V ~ 3.6V,A/D 11x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16LF18425-E/P-ND,PIC16LF18425-E/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 14DIP,1140,0,1.46,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",11,14KB (8K x 14),FLASH,256 x 8,1K x 8,1.8V ~ 3.6V,A/D 11x12b; D/A 1x5b,External,-40°C ~ 125°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",40-PDIP
PIC16LF18425-I/P-ND,PIC16LF18425-I/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 14DIP,618,0,1.35,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",11,14KB (8K x 14),FLASH,256 x 8,1K x 8,1.8V ~ 3.6V,A/D 11x12b; D/A 1x5b,External,-40°C ~ 85°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",18-PDIP
PIC16LF18424-E/P-ND,PIC16LF18424-E/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 14DIP,1163,0,1.35,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",11,7KB (4K x 14),FLASH,256 x 8,512 x 8,1.8V ~ 3.6V,A/D 11x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16LF18424-I/P-ND,PIC16LF18424-I/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 14DIP,657,0,1.25,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",11,7KB (4K x 14),FLASH,256 x 8,512 x 8,1.8V ~ 3.6V,A/D 11x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16LF1779-E/P-ND,PIC16LF1779-E/P,Microchip Technology,IC MCU 8BIT 28KB FLASH 40DIP,0,0,2.7398,0,250,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",36,28KB (16K x 14),FLASH,128 x 8,2K x 8,1.8V ~ 3.6V,"A/D 28x10b; D/A 4x5b, 4x10b",Internal,-40°C ~ 125°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",40-PDIP
PIC16LF1779-I/P-ND,PIC16LF1779-I/P,Microchip Technology,IC MCU 8BIT 28KB FLASH 40DIP,0,0,2.50293,0,270,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",36,28KB (16K x 14),FLASH,128 x 8,2K x 8,1.8V ~ 3.6V,"A/D 28x10b; D/A 4x5b, 4x10b",Internal,-40°C ~ 85°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",40-PDIP
PIC16LF1777-E/P-ND,PIC16LF1777-E/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 40DIP,0,0,2.62654,0,260,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",36,14KB (8K x 14),FLASH,128 x 8,1K x 8,1.8V ~ 3.6V,"A/D 28x10b; D/A 4x5b, 4x10b",Internal,-40°C ~ 125°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",40-PDIP
PIC16LF1777-I/P-ND,PIC16LF1777-I/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 40DIP,0,0,2.41021,0,280,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",36,14KB (8K x 14),FLASH,128 x 8,1K x 8,1.8V ~ 3.6V,"A/D 28x10b; D/A 4x5b, 4x10b",Internal,-40°C ~ 85°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",18-PDIP
PIC16LF1567-E/P-ND,PIC16LF1567-E/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 40DIP,0,0,1.52441,0,440,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",36,14KB (8K x 14),FLASH,-,1K x 8,1.8V ~ 3.6V,A/D 34x10b,Internal,-40°C ~ 125°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",28-SPDIP
PIC16LF1567-I/P-ND,PIC16LF1567-I/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 40DIP,0,0,1.40082,0,490,Tray,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",36,14KB (8K x 14),FLASH,-,1K x 8,1.8V ~ 3.6V,A/D 34x10b,Internal,-40°C ~ 85°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",28-SPDIP
PIC16LF1559-E/P-ND,PIC16LF1559-E/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 20DIP,0,0,1.236,0,550,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",17,14KB (8K x 14),FLASH,-,512 x 8,1.8V ~ 3.6V,A/D 17x10b,Internal,-40°C ~ 125°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",40-PDIP
PIC16LF1559-I/P-ND,PIC16LF1559-I/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 20DIP,589,0,1.38,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",17,14KB (8K x 14),FLASH,-,512 x 8,1.8V ~ 3.6V,A/D 17x10b,Internal,-40°C ~ 85°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",18-PDIP
PIC16LF1554-E/P-ND,PIC16LF1554-E/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 14DIP,0,0,0.9064,0,750,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",11,7KB (4K x 14),FLASH,-,256 x 8,1.8V ~ 3.6V,A/D 11x10b,Internal,-40°C ~ 125°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",18-PDIP
PIC16LF1554-I/P-ND,PIC16LF1554-I/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 14DIP,71,0,1,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",11,7KB (4K x 14),FLASH,-,256 x 8,1.8V ~ 3.6V,A/D 11x10b,Internal,-40°C ~ 85°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",40-PDIP
PIC16LF15356-E/SP-ND,PIC16LF15356-E/SP,Microchip Technology,IC MCU 8BIT 28KB FLASH 28SDIP,0,0,1.339,0,510,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",25,28KB (16K x 14),FLASH,224 x 8,2K x 8,1.8V ~ 3.6V,A/D 24x10b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"28-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16LF15356-I/SP-ND,PIC16LF15356-I/SP,Microchip Technology,IC MCU 8BIT 28KB FLASH 28SDIP,0,0,1.236,0,555,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",25,28KB (16K x 14),FLASH,224 x 8,2K x 8,1.8V ~ 3.6V,A/D 24x10b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"28-DIP (0.300"", 7.62mm)",40-PDIP
PIC16LF15344-E/P-ND,PIC16LF15344-E/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 20DIP,0,0,1.10209,0,616,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",18,7KB (4K x 14),FLASH,224 x 8,512 x 8,1.8V ~ 3.6V,A/D 17x10b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",18-PDIP
PIC16LF15344-I/P-ND,PIC16LF15344-I/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 20DIP,0,0,1.03,0,660,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",18,7KB (4K x 14),FLASH,224 x 8,512 x 8,1.8V ~ 3.6V,A/D 17x10b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",40-PDIP
PIC16LF15324-E/P-ND,PIC16LF15324-E/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 14DIP,0,0,0.8446,0,810,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",12,7KB (4K x 14),FLASH,224 x 8,512 x 8,1.8V ~ 3.6V,A/D 11x10b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16LF15324-I/P-ND,PIC16LF15324-I/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 14DIP,0,0,0.7828,0,870,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",12,7KB (4K x 14),FLASH,224 x 8,512 x 8,1.8V ~ 3.6V,A/D 11x10b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",18-PDIP
PIC16LF15323-E/P-ND,PIC16LF15323-E/P,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14DIP,836,0,0.94,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",12,3.5KB (2K x 14),FLASH,224 x 8,256 x 8,1.8V ~ 3.6V,A/D 11x10b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",18-PDIP
PIC16LF15323-I/P-ND,PIC16LF15323-I/P,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14DIP,789,0,0.87,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",12,3.5KB (2K x 14),FLASH,224 x 8,256 x 8,1.8V ~ 3.6V,A/D 11x10b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16LF15313-E/P-ND,PIC16LF15313-E/P,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 8DIP,1005,0,0.82,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",6,3.5KB (2K x 14),FLASH,224 x 8,256 x 8,1.8V ~ 3.6V,A/D 5x10b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",40-PDIP
PIC16LF15313-I/P-ND,PIC16LF15313-I/P,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 8DIP,814,0,0.75,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",6,3.5KB (2K x 14),FLASH,224 x 8,256 x 8,1.8V ~ 3.6V,A/D 5x10b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",18-PDIP
PIC16F19176-E/P-ND,PIC16F19176-E/P,Microchip Technology,IC MCU 8BIT 28KB FLASH 40DIP,666,0,2.39,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, LCD, POR, PWM, WDT",35,28KB (16K x 14),FLASH,256 x 8,2K x 8,2.3V ~ 5.5V,A/D 31x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",40-PDIP
PIC16F19176-I/P-ND,PIC16F19176-I/P,Microchip Technology,IC MCU 8BIT 28KB FLASH 40DIP,666,0,2.2,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, LCD, POR, PWM, WDT",35,28KB (16K x 14),FLASH,256 x 8,2K x 8,2.3V ~ 5.5V,A/D 31x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",28-SPDIP
PIC16F19175-E/P-ND,PIC16F19175-E/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 40DIP,720,0,2.27,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, LCD, POR, PWM, WDT",35,14KB (8K x 14),FLASH,256 x 8,1K x 8,2.3V ~ 5.5V,A/D 31x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",28-SPDIP
PIC16F19175-I/P-ND,PIC16F19175-I/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 40DIP,751,0,2.08,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, LCD, POR, PWM, WDT",35,14KB (8K x 14),FLASH,256 x 8,1K x 8,2.3V ~ 5.5V,A/D 31x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",28-SPDIP
PIC16F19156-E/SP-ND,PIC16F19156-E/SP,Microchip Technology,IC MCU 8BIT 28KB FLASH 28SDIP,757,0,2.09,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, LCD, POR, PWM, WDT",24,28KB (16K x 14),FLASH,256 x 8,2K x 8,2.3V ~ 5.5V,A/D 20x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"28-DIP (0.300"", 7.62mm)",18-PDIP
PIC16F19156-I/SP-ND,PIC16F19156-I/SP,Microchip Technology,IC MCU 8BIT 28KB FLASH 28SDIP,755,0,1.93,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, LCD, POR, PWM, WDT",24,28KB (16K x 14),FLASH,256 x 8,2K x 8,2.3V ~ 5.5V,A/D 20x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"28-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F19155-E/SP-ND,PIC16F19155-E/SP,Microchip Technology,IC MCU 8BIT 14KB FLASH 28SDIP,815,0,1.97,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, LCD, POR, PWM, WDT",24,14KB (8K x 14),FLASH,256 x 8,1K x 8,2.3V ~ 5.5V,A/D 20x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"28-DIP (0.300"", 7.62mm)",40-PDIP
PIC16F19155-I/SP-ND,PIC16F19155-I/SP,Microchip Technology,IC MCU 8BIT 14KB FLASH 28SDIP,808,0,1.8,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, LCD, POR, PWM, WDT",24,14KB (8K x 14),FLASH,256 x 8,1K x 8,2.3V ~ 5.5V,A/D 20x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"28-DIP (0.300"", 7.62mm)",40-PDIP
PIC16F18456-E/SP-ND,PIC16F18456-E/SP,Microchip Technology,IC MCU 8BIT 28KB FLASH 28SDIP,0,0,1.59651,0,435,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",26,28KB (16K x 14),FLASH,256 x 8,2K x 8,2.5V ~ 5.5V,A/D 24x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"28-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F18456-I/SP-ND,PIC16F18456-I/SP,Microchip Technology,IC MCU 8BIT 28KB FLASH 28SDIP,659,0,1.77,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",26,28KB (16K x 14),FLASH,256 x 8,2K x 8,2.5V ~ 5.5V,A/D 24x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"28-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F18455-E/SP-ND,PIC16F18455-E/SP,Microchip Technology,IC MCU 8BIT 14KB FLASH 28SDIP,0,0,1.4832,0,465,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",26,14KB (8K x 14),FLASH,256 x 8,1K x 8,2.5V ~ 5.5V,A/D 24x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"28-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F18455-I/SP-ND,PIC16F18455-I/SP,Microchip Technology,IC MCU 8BIT 14KB FLASH 28SDIP,0,0,1.3699,0,495,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",26,14KB (8K x 14),FLASH,256 x 8,1K x 8,2.5V ~ 5.5V,A/D 24x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"28-DIP (0.300"", 7.62mm)",40-PDIP
PIC16F18446-E/P-ND,PIC16F18446-E/P,Microchip Technology,IC MCU 8BIT 28KB FLASH 20DIP,313,0,1.83,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",18,28KB (16K x 14),FLASH,256 x 8,2K x 8,2.3V ~ 5.5V,A/D 17x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F18446-I/P-ND,PIC16F18446-I/P,Microchip Technology,IC MCU 8BIT 28KB FLASH 20DIP,93,0,1.7,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",18,28KB (16K x 14),FLASH,256 x 8,2K x 8,2.3V ~ 5.5V,A/D 17x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F18445-E/P-ND,PIC16F18445-E/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 20DIP,949,0,1.72,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",17,14KB (8K x 14),FLASH,256 x 8,1K x 8,2.3V ~ 5.5V,A/D 17x12b; D/A 1x5b,External,-40°C ~ 125°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",40-PDIP
PIC16F18445-I/P-ND,PIC16F18445-I/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 20DIP,543,0,1.6,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",17,14KB (8K x 14),FLASH,256 x 8,1K x 8,2.3V ~ 5.5V,A/D 17x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F18444-E/P-ND,PIC16F18444-E/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 20DIP,1003,0,1.62,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",17,7KB (4K x 14),FLASH,256 x 8,512 x 8,2.3V ~ 5.5V,A/D 17x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F18444-I/P-ND,PIC16F18444-I/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 20DIP,464,0,1.5,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",17,7KB (4K x 14),FLASH,256 x 8,512 x 8,2.3V ~ 5.5V,A/D 17x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F18426-E/P-ND,PIC16F18426-E/P,Microchip Technology,IC MCU 8BIT 28KB FLASH 14DIP,435,0,1.57,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",12,28KB (16K x 14),FLASH,256 x 8,2K x 8,2.3V ~ 5.5V,A/D 11x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",40-PDIP
PIC16F18426-I/P-ND,PIC16F18426-I/P,Microchip Technology,IC MCU 8BIT 28KB FLASH 14DIP,186,0,1.45,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",12,28KB (16K x 14),FLASH,256 x 8,2K x 8,2.3V ~ 5.5V,A/D 11x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",40-PDIP
PIC16F18425-E/P-ND,PIC16F18425-E/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 14DIP,1067,0,1.46,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",11,14KB (8K x 14),FLASH,256 x 8,1K x 8,2.3V ~ 5.5V,A/D 11x12b; D/A 1x5b,External,-40°C ~ 125°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",18-PDIP
PIC16F18425-I/P-ND,PIC16F18425-I/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 14DIP,592,0,1.35,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",11,14KB (8K x 14),FLASH,256 x 8,1K x 8,2.3V ~ 5.5V,A/D 11x12b; D/A 1x5b,External,-40°C ~ 85°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F18424-E/P-ND,PIC16F18424-E/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 14DIP,1149,0,1.35,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",11,7KB (4K x 14),FLASH,256 x 8,512 x 8,2.3V ~ 5.5V,A/D 11x12b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",28-SPDIP
